Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
10.23877/BU,ELACAM PRODUCTOS ELABORADOS DEL CAMPO S.L.,Burgos/HOYALES DE ROA,"SH, CP",A,,
10.23880/BU,INDUSTRIAS CARNICAS LOPE S.L.,Burgos/BURGOS,"CS, RW, CP, MM, MP",,,
10.23884/CC,CARNICAS BERTOL MATEOS S.L.,Cáceres/MORALEJA,"CS, RW, CP, MM, MP, PP",,"BL, MP, ST",
10.23889/M,ABADAN MEATS S.A.,Madrid/VALDETORRES DE JARAMA,"CS, CP, MM, MP",,,
10.23892/CA,PRECOAVI S.L.,Cádiz/ALGECIRAS,"CS, CP, MM, MP, PP",,MP,
10.23911/O,CARNICERIA SOLAR SL,Asturias/GIJON/XIXON,"CS, CP, MM, MP, PP",,MP,
10.23920/TF,SADA P.A. CANARIAS S.A.,Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,"SH, CP",A,,
10.23932/O,FRESNOCAR 2010 SL,Asturias/GIJON/XIXON,"CS, CP, MM, MP, PP",,MP,
10.23939/GE,CAN MUNNAR SC,Girona/VILOPRIU,"SH, CP",A,,
10.24002/S,SOCORRAL S.L.,Cantabria/SANTANDER,CP,,,
10.24040/CO,DISTRIBUCIONES DE FRESCOS Y CONGELADOS LA NEVERA S.L.,Córdoba/PUENTE GENIL,"CP, MM, MP, PP",,MP,
10.24052/IB,"PRODUCTOS CARNICOS MALLORCA 2011, SL",Islas Baleares/MARRATXI,"CS, CP, MM, MP",,,
10.24055/M,CARNICAS VILLA DE MADRID S.L.,Madrid/MADRID,CP,,,
10.24057/M,CARNICAS VILLA DE MADRID S.L.,Madrid/MADRID,"CP, MM, MP",,,
10.24059/V,"PASTOR ARROYO, SARAY",Valencia/València/MUSEROS,"CP, MM, MP, PP",,MP,
10.24082/O,AGROPECUARIA CERECEDA GRANJA LOS PERUCOS S.L.,Asturias/CERECEA,"SH, CP",A,,
10.24086/SS,GESALAGA PRECOCINADOS S.A.,Gipuzkoa/ZARAUTZ,"CS, RW, CP, MM, MP, PP",,"BL, MP",
10.24119/SS,IBAETA KUTTUN SL,Gipuzkoa/PASAIA,"RW, CP, MM, MP",,MP,
10.24134/B,"TATJE CASAJOANA, JOAN",Barcelona/MANRESA,"CS, SH",A,,
10.24159/GR,C.B. EUGENIO Y VICENTE CACERES GOMEZ,Granada/LOJA,"CS, CP, MM, MP, PP",,MP,
10.24168/BA,CEDEPA DE DON BENITO S.L.,Badajoz/DON BENITO,"RW, CP, MM, MP, PP",,MP,
10.24188/B,CARNS SANTIGA SL,Barcelona/SANT JOAN DESPI,"CS, CP, MM, MP",,,
10.024220/M,CARNICAS EL BUEN PALADAR S.L.,Madrid/RIVAS-VACIAMADRID,"CP, MM, MP",,,
10.024225/HU,"CR DEL CINCA, S.L.",Huesca/ALBALATE DE CINCA,CP,,,
10.024242/B,CARNS DON MARIANO SL,Barcelona/CALLDETENES,"CP, MM, MP, PP",,MP,
10.024246/SE,DEHESA FRIAS S.L.,Sevilla/CONSTANTINA,"SH, CP, PP",A,MP,
10.024265/BU,"MONZON RASERO, RAMON",Burgos/VILLALBA DE DUERO,SH,A,,
10.024278/SE,SERVICIOS Y MAQUILA MERINO Y POSTIGO S.L.,Sevilla/SEVILLA,CP,,,
10.024321/TO,"INDUSTRIAS CÁRNICAS A-42, S.L.U",Toledo/ILLESCAS,"CP, MM, MP",,,
10.024352/SE,MARR ALIMENTACION S.L.,Sevilla/ARAHAL,"CP, MM, MP",,,
10.024445/CA,S.COOP.ANDALUZA NATURAVI,Cádiz/BARRIOS (LOS),"CS, CP, MM, MP",,,
10.024452/GI,ELABORATS MAS MONTELLÀ SC,Girona/PALAU-SATOR,"CP, MM, MP, PP",,MP,
10.024498/V,"CARNICAS GLOBE, S.L.",Valencia/València/BONREPOS I MIRAMBELL,CP,,,
10.024525/V,"SAISA AGROALIMENTARIA, S.L.",Valencia/València/GANDIA,"CS, RW, CP, MM, MP",,MP,
10.024547/CS,CUNI-HEDRERES S.A.,Castellón/Castelló/BENASSAL,"SH, CP",L,,
10.024553/M,"FABRICAS PEÑA, S.L.",Madrid/MADRID,"CS, CP, MM, MP",,,
10.024625/M,DEDICARNE S.L.,Madrid/ARGANDA DEL REY,"CP, MM, MP",,,
10.024664/SE,MARIN SANCHEZ-NORIEGA RICARDO,Sevilla/UTRERA,"CP, MM, MP, PP",,MP,
10.024772/NA,"ALDASORO GUAJARDO PATXI, ALDASORO SARASUA, FRANCISCO Y GUAJARDO OLMEDILLO, MARIA CARMEN",Navarra/OLAZTI/OLAZAGUTIA,"CS, CP, MM, MP, PP",,"BL, MP",
10.024849/V,DISTRIBUCIONES CARNICAS VALENCIANAS S. L.,Valencia/València/VALENCIA,"CP, MM, MP, PP",,MP,
10.024877/IB,ES CUCO SL,Islas Baleares/SANT JOSEP DE SA TALAIA,"CP, MM, MP, PP",,MP,
10.024880/GC,"Morales Domínguez, Gustavo","Palmas, Las/MOYA","RW, CP, MM, MP",,,
10.024892/AL,HAUSSMAN CONSULTORIA S.L.,Almería/HUERCAL DE ALMERIA,"CS, CP, MM, MP",,,
10.024937/V,"PRODUCTOS FLORIDA, S.A.",Valencia/València/SILLA,"CS, CP",,,
10.024983/CR,"ORTEGA ESPECIALISTAS EN CARNE, S.L.",Ciudad Real/ALCAZAR DE SAN JUAN,"CP, MM, MP, PP",,MP,
10.025020/IB,CARNICERIA LOS GALLEGOS SL,Islas Baleares/SANTA EULARIA DES RIU,"CS, CP, MM, MP, PP",,MP,
10.025023/A,"FRANQUICIAS UP, S.L.",Alicante/Alacant/ALICANTE/ALACANT,"CS, CP",,,
10.025029/B,AL-MADINA 2016 SL,Barcelona/HOSPITALET DE LLOBREGAT (L'),CP,,,
10.025047/CO,CARNICERIA-SALCHICHERIA ALVAREZ MARTINEZ S.L.,Córdoba/CAÑADA DEL RABADAN,"CP, MM, MP, PP",,"BL, MP",
10.025074/VI,"EL ASRY, MOHAMED",Araba/Álava/VITORIA-GASTEIZ,"CS, CP, MM, MP",,,
10.025100/MA,CAMPOPUEBLO S.L.,Málaga/COIN,"CP, MM, MP",,,
10.025102/V,"GRAUBEN, S.L.",Valencia/València/DAIMUS,"CS, CP, MM, MP",,,
10.025122/MA,CARNES DE MALAGA SUR S.L.,Málaga/MALAGA,"CP, MM, MP",,,
10.025129/V,CARNS BENIGANIM S.L.U.,Valencia/València/NOVELE/NOVETLE,"CS, CP, MM, MP, PP",,BL,
10.025180/B,MEAT VALLES 2012 SL,Barcelona/SANT QUIRZE DEL VALLES,"CS, CP",,,
10.025222/MA,CAPRI KEBAB S.L.,Málaga/MARBELLA,"CS, CP, MM, MP",,,
10.025298/HU,"CONEJOS ALTOARAGÓN, S.L.",Huesca/CALASANZ,"SH, CP, MM, MP",L,,
10.025356/GI,"SOLÀ BATLLE, MARIA",Girona/SANT JOAN LES FONTS,"CP, PP",,MP,
10.025393/M,"IBEROELABORADOS, S.L.",Madrid/VILLANUEVA DE LA CAÑADA,"CS, RW, CP, MM, MP, PP",,MP,
10.025423/V,"KUUPS DESIGN INTERNATIONAL, S.L.",Valencia/València/ONTINYENT,"CP, MM, MP",,,
10.025429/V,"HERNANDO LUCAS, JUAN JOSE",Valencia/València/VALENCIA,"CP, MM, MP",,,
10.025446/MU,"MUSGRAVE ESPAÑA, S.A.U.",Murcia/CARTAGENA,CP,,,
10.025450/V,"AGRO-CARNICAS MELIANA, S.L.",Valencia/València/MELIANA,"CP, PP",,MP,
10.025500/O,GARCIA SUAREZ AMADOR,Asturias/VALLIN (EL),SH,A,,
10.025560/O,FERNANDEZ ESTRADA ABEL,Asturias/MERES,"CP, MM, MP, PP",,MP,
10.025564/M,"ARTECARNE GUSTO PARA EL PALADAR, S.L.",Madrid/MADRID,"CP, MM, MP",,,
10.025568/SE,PAVISO ALIMENTACION S.L.,Sevilla/VISO DEL ALCOR (EL),"CS, CP, MM, MP, MSM, PP",,MP,
10.025630/CO,CARLOTEÑA DE ASADOS S.L.,Córdoba/CARLOTA (LA),"CP, MM, MP, PP",,MP,
10.025635/VA,MARINA FRUTOS DE DIEGO,Valladolid/ALDEA DE SAN MIGUEL,CP,,,
10.025646/CA,SOTO CAMPOS JOSE,Cádiz/JEREZ DE LA FRONTERA,"CP, MM, MP, PP",,MP,
10.025658/TO,"U.V.E., S.A.",Toledo/CASARRUBIOS DEL MONTE,"CS, CP, MM, MP, PP",,MP,
10.025655/SE,VERA RUBIO FRANCISCO JOSE,Sevilla/VISO DEL ALCOR (EL),"CS, CP",,,
10.025721/CO,AVIDES ESPAÑA S.L.,Córdoba/FUENTE PALMERA,"CS, CP, MM, MP, PP",,"BL, MP",
10.025743/M,"AVES Y HUEVOS SÁNCHEZ, S. L.",Madrid/ALCORCON,"RW, CP",,,
10.025779/LE,"DISTRIBUCIONES CARNICAS GARCIA & CUERVO, S.L.",León/LEON,"CP, MM, MP",,,
10.025795/Z,"INDUSTRIAS GOMEZ CALLAO, S.L.",Zaragoza/CASPE,"CS, CP, MM, MP",,,
10.025805/BI,"FISH & MEAT DISTRIBUCIONES ALIMENTARIAS, S.L.",Bizkaia/BILBAO,"CS, CP, MM, MP",,,
10.025816/B,ELABORADOS CÁRNICOS BARO SL,Barcelona/HOSPITALET DE LLOBREGAT (L'),"CP, MM, MP, PP",,MP,
10.025837/B,CARNS ALBET SL,Barcelona/HOSPITALET DE LLOBREGAT (L'),"CP, MM, MP",,,
10.025845/C,JESUS HERMIDA ALONSO,"Coruña, A/CORUÑA (A)","CS, CP, MM, MP, PP",,MP,
10.025856/PO,DISALSA GESTION SL,Pontevedra/CAMBADOS,CP,,,
10.025873/M,"AVICOLA SEGOVIANA, S.L.",Madrid/GETAFE,"CP, MM, MP",,,
10.025875/BA,AVICOLA BARREIRO S.L.,Badajoz/MERIDA,"CP, MM, MP, PP",,MP,
10.025891/CU,"JESÚS E ISMAEL, S.L",Cuenca/CUENCA,"CP, MM, MP, PP",,"BL, MP",
10.025931/L,"PERERA MARTÍN, ISABEL MARIA",Lleida/SEU D'URGELL (LA),CP,,,
10.025991/IB,"ANIOFE, SL",Islas Baleares/NUESTRA SEÑORA DE JESUS,"CS, CP",,,
10.026066/ZA,JOSE JORGE GONZALEZ ANDRES,Zamora/VENIALBO,"CP, PP",,MP,
10.026077/SE,SANTA CLARA ALIMENTACION S.L.,Sevilla/ALCALA DE GUADAIRA,"CS, CP, MM, MP",,,
10.026102/L,"MONCUNILL PRAT, FRANCESC",Lleida/LLADURS,CP,,,
10.026133/L,CARNS I ELABORATS CERDANYA SL,Lleida/SEU D'URGELL (LA),"CS, CP, MM, MP, PP",,MP,
10.026183/MU,"LA ESE ELE DE LA CARNE, S.L.",Murcia/CEUTI,"RW, CP",,,
10.026211/MA,SUREÑOS GOURMET CARNES SELECTAS SL,Málaga/MALAGA,"CP, MM, MP",,,
10.026215/M,"DOÑA VACA, S.L.",Madrid/MOSTOLES,"CP, MM, MP",,,
10.026232/GI,ANEC DE L'EMPORDA SL,Girona/FONTANILLES,"SH, CP",A,,
10.026234/B,COPOCARNS SL,Barcelona/MONTCADA I REIXAC,"RW, CP, MM, MP",,,
10.026228/V,"AVES TORRENT, S.L.",Valencia/València/TORRENT,CP,,,
10.026250/B,COMERCIAL TONEU SL,Barcelona/RODA DE TER,CP,,,
10.026263/GR,DISTRIBUCIONES ALIMENTARIAS HERMANOS CIFUENTES S.L.,Granada/PADUL,"CP, MM, MP",,,
10.026294/MA,SERRANO PERUJO PEDRO JESUS,Málaga/ALMARGEN,"CS, CP, PP",,MP,
10.026316/MU,MUSGRAVE ESPAÑA S.A.U.,Murcia/CASILLAS (LUGAR DE) O ERMITA DE BUENDIA,CP,,,
10.026333/M,"DISTRIBUCIONES AVICOLAS ARRANZ, S.L.",Madrid/SAN AGUSTIN DEL GUADALIX,"CS, CP",,,
10.026339/GI,FAUSTINA DE SOLA MORALES CAPDEVILA SL,Girona/SANT FERRIOL,"SH, CP, PP",A,MP,
10.026368/M,"GARCÍA-CALVILLO DUEÑAS, SEGUNDA",Madrid/VALDEMORO,CP,,,
10.026386/M,"GARCÍA-CALVILLO DUEÑAS, SEGUNDA",Madrid/VALDEMORO,CP,,,
10.026398/CO,INDUSTRIA AVICOLA SUREÑA S.L.,Córdoba/PEDRO ABAD,"CS, SH, CP, MSM, PP",A,BL,
10.026417/SE,DISTRIBUCION Y DESPIECES ARUNCI S.L.,Sevilla/MORON DE LA FRONTERA,"CP, MM, MP",,,
10.026428/NA,UNION DETALLISTAS ESPAÑOLES SDAD COOP UNIDE,Navarra/PAMPLONA/IRUÑA,CP,,,
10.026451/M,NOS ESTAMOS ORGANIZANDO S.L.,Madrid/SAN FERNANDO DE HENARES,"CP, MM, MP",,,
10.026456/SE,CARNGUSTO S.L.,Sevilla/MARCHENA,"CS, CP, MM, MP",,,
10.026462/M,"POLLERÍAS EL MARAGATO, S.L.",Madrid/COSLADA,"RW, CP, MM, MP",,MP,
10.026522/CR,"FELICES SANROMA, JULIO",Ciudad Real/VALDEPEÑAS,"CP, MM, MP, PP",,MP,
10.026528/Z,PROFESIONALES DE LA CARNE S.L.,Zaragoza/VILLANUEVA DE GALLEGO,"RW, CP, MM, MP, PP",,"MP, ST",
10.026536/B,DISTRIBUCIONS AVINOVA SL,Barcelona/BARCELONA,"CP, PP",,MP,
10.026551/M,"DISTRIBUCIONES CARNICAS DIEZ NEVADO, S.L.",Madrid/MADRID,"CS, CP, MM, MP",,,
10.026562/M,"PREMIUM MEAT LAS ROZAS, S.L.",Madrid/ROZAS DE MADRID (LAS),"CP, MM, MP",,,
10.026568/GU,"RUBIATO PAREDES, S.L.",Guadalajara/GUADALAJARA,"CP, MM, MP, PP",,MP,
10.026572/CS,CARN NATURAL COOP. V.,Castellón/Castelló/MORELLA,"CS, CP, MM, MP, PP",,MP,
10.026591/TF,"Elaborados de Carne Sur Tenerife, S.L.",Santa Cruz de Tenerife/ARONA,"CP, MM, MP, PP",,MP,
10.026616/IB,"MOYA SAUS E HIJOS, SA",Islas Baleares/PALMA DE MALLORCA,"CP, MM, MP",,,
10.026610/MA,INNO ALBANA S.L.,Málaga/MALAGA,"CS, CP, MM, MP, PP",,MP,
10.026619/PO,AVEGA SOCIEDADE COOP GALEGA,Pontevedra/AGOLADA,"SH, CP",A,,
10.026694/O,JOSE SANCHEZ SUAREZ,Asturias/LAVARES,"SH, CP, MM, MP",A,,
10.026699/L,SILCOR CÁRNICA SL,Lleida/AGRAMUNT,"CP, MM, MP",,,
10.026703/S,LAS CORTES SC,Cantabria/SAN PEDRO DE LAS BAHERAS,"CP, MM, MP, PP",,MP,
10.026768/M,"INDUSTRIAS CÁRNICAS ECOAVE, S.L.",Madrid/HUMANES DE MADRID,"CS, CP, MM, MP, PP",,MP,
10.026780/M,CARNICAS SELECTAS GOURMET MADRID SLU,Madrid/ALCALA DE HENARES,"CS, RW, CP, MM, MP",,MP,
10.026799/A,"ELEFANTE ECO, S.L.U.",Alicante/Alacant/NUCIA (LA),"CS, CP, MM, MP",,,
10.026809/HU,"VILAS AVENTIN, S.L.",Huesca/GRAUS,"CP, MM, MP, PP",,MP,
10.026808/A,"HUDICARNE, S.L.",Alicante/Alacant/BENIDORM,"CS, CP",,,
10.026857/V,"SOLOVALEN, S.L.",Valencia/València/BENIPARRELL,"CP, MM, MP, PP",,MP,
10.026871/M,"DIAZ ALONSO, JAVIER",Madrid/MADRID,CP,,,
10.026921/B,T.E.S. TAT HELAL FOOD SL,Barcelona/SANT JOAN DESPI,CP,,,
10.026922/B,CARNES SARRETA SL,Barcelona/CORNELLA DE LLOBREGAT,"CP, MM, MP, PP",,MP,
10.026995/MU,"SERMAND, C.B.",Murcia/TOTANA,CP,,,
10.027044/IB,"MACHADO & MARSOC, SL",Islas Baleares/EIVISSA,"CP, MM, MP",,,
10.027049/O,YONATHAN FERNANDEZ SANCHEZ,Asturias/BERRON (EL),"CS, CP, MM, MP, PP",,MP,
10.027068/CA,CASTRO PALMA CORAL,Cádiz/OLVERA,"CP, MM, MP, PP",,MP,
10.027133/A,"CARNICAS PINPAVI, S.L.",Alicante/Alacant/ORIHUELA,"CP, MM, MP, PP",,MP,
10.027152/IB,"CARNICAS & SUPERMERCADO LUIS, SL",Islas Baleares/SANTA PONÇA,"CP, MM, MP",,,
10.027154/SS,"CARNICAS ENZAGA, S.L.",Gipuzkoa/ASTIGARRAGA,"CS, CP",,,
10.027205/O,PLATAFORMA CARNICA DEL NORTE SLU,Asturias/GRANDA DE RIBA,"CS, CP, MM, MP",,,
10.027209/TO,MEAT FIND SL,Toledo/YUNCOS,"CS, CP",,,
10.027246/BA,CENTRO DE OCIO 2013 S.L.,Badajoz/CALZADILLA DE LOS BARROS,"SH, CP, PP",A,MP,
10.027265/MA,AVIGEST GOMEZ Y MERINO S.L.,Málaga/MALAGA,CP,,,
10.027269/MU,"MUSGRAVE ESPAÑA, S.A.U.",Murcia/LORCA,CP,,,
10.027272/V,"DISRICAEM, S.L.",Valencia/València/ALGEMESI,"CS, RW, CP, MM, MP",,MP,
10.027333/GI,AUS DE LA SELVA SL,Girona/BLANES,"CP, MM, MP, PP",,MP,
10.027341/CO,DISTRIBUCIONES CHACON S.L.,Córdoba/CARLOTA (LA),"CP, MM, MP, PP",,MP,
10.027377/O,PLATAFORMA CARNICA DEL NORTE SLU,Asturias/VIELLA,"CS, CP, MM, MP",,,
10.027400/IB,"FERNANDEZ KOPRA, DESIREE CATERINA",Islas Baleares/CALVIA,CP,,,
10.027402/B,"THOMAS GENER, JOAN",Barcelona/VALLGORGUINA,SH,A,,
10.027413/HU,BALDANA ALIMENTACION Y GASTRONOMÍA S.L.,Huesca/BENASQUE,"CP, MM, MP, PP",,MP,
10.027415/CR,"COMONTESA, SOCIEDAD LIMITADA",Ciudad Real/PUERTOLLANO,CP,,,
