Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
10.19805/BA,SIERRA ZARZA S.R.L.,Badajoz/ZARZA (LA),"CP, PP",,MP,
10.19828/SS,"ARRIZABALAGA SENIDEAK, S.L.",Gipuzkoa/MUTRIKU,"CS, CP, PP",,MP,
10.19831/LE,"SUMINISTROS CARNICOS LEONESES, S.L.",León/LEON,"RW, CP",,,
10.19832/VI,"CARNICOS EL ARTESANO VASCO, SL",Araba/Álava/VITORIA-GASTEIZ,"CP, MM, MP",,,
10.19849/BI,"BERZOSA HOSTELERIA, S.L.",Bizkaia/ETXEBARRI,"RW, CP, MM, MP",,,
10.19851/BA,CADENAS GARCIA JOSE,Badajoz/VILLAFRANCA DE LOS BARROS,"CP, MM, MP, PP",,MP,
10.19856/SO,CARNICAS HERMANOS GIAQUINTA SL,Soria/SORIA,"CS, CP, MM, MP, PP",,MP,
10.19867/MA,CARNICAS LA VERONICA S.L.L.,Málaga/ANTEQUERA,"RW, CP, MM, MP",,,
10.19876/CC,ROLER EXTREMADURA S.L.U.,Cáceres/PERALEDA DE LA MATA,"RW, CP, MM, MP, PP",,MP,
10.19908/MA,CARRIGAR 2009 S.L.,Málaga/TORROX,"CS, CP, MM, MP",,,
10.19923/AL,"FERNANDEZ AGUILERA, FRANCISCO",Almería/MACAEL,"CP, MM, MP, PP",,MP,
10.19929/TO,"CARNICERIA GILDO, S.L.",Toledo/OROPESA,"CP, PP",,MP,
10.19938/H,JAMONES Y EMBUTIDOS CASTILLA ROMERO S.L.,Huelva/ZALAMEA LA REAL,"CP, MM, MP, PP",,MP,
10.19944/LE,"NOBLE-RES, S. L.",León/LEON,"CS, CP",,,
10.19969/CS,"GANADOS Y CARNES QUEROL, S.L.",Castellón/Castelló/VINAROS,"CP, MM, MP, PP",,MP,
10.19978/M,MAKRO AUTOSERVICIO MAYORISTA S.A.,Madrid/ALCALA DE HENARES,CP,,,
10.19980/VA,"CARNICERIA GEÑIN, S.L.",Valladolid/VALLADOLID,"CP, MM, MP",,,
10.19990/SG,"MUÑOZ BERZAL HERMANOS, S. A.",Segovia/RIAZA,CP,,,
10.20017/SS,"CARNES SEIN, S.L.",Gipuzkoa/DONOSTIA/SAN SEBASTIAN,"CS, CP, MM, MP, PP",,MP,
10.20022/SO,"CASA CATALAN 1909, S. L.",Soria/AGREDA,"CP, MM, MP, PP",,MP,
10.20029/M,"GENERAL MARKETS FOOD IBERICA, S.A.U.",Madrid/ALCALA DE HENARES,"CP, MM, MP",,,
10.20041/M,"CARNICAS DIEGO NOMBELA, S.L.",Madrid/VILLA DEL PRADO,CP,,,
10.20053/CR,"JAMONES ARROYO, S.L",Ciudad Real/PUERTOLLANO,"CP, PP",,MP,
10.20066/GR,"GUEVARA TORRES, JUAN ENRIQUE",Granada/GUADIX,"CP, MM, MP, PP",,MP,
10.20069/SE,ROMERO RODRIGUEZ ALEJANDRO,Sevilla/GUADALCANAL,"CP, MM, MP, PP",,MP,
10.20076/T,"LOPEZ MADUEÑO, ANTONIA",Tarragona/ALDEA (L'),"CP, MM, MP, PP",,MP,
10.20081/M,"LEM COMERCIO INTERNACIONAL, S.L.U.",Madrid/SAN AGUSTIN DEL GUADALIX,"CS, CP, MM, MP",,,
10.20137/SA,"EXPLOTACION GANADERA HERGOSAN, S.L.",Salamanca/LEDRADA,"RW, CP, MM, MP, PP",,MP,
10.20138/SA,"CARNICAS SECRETARIAT, S.L.",Salamanca/GUIJUELO,"CP, PP",,MP,
10.20159/MA,ZAPAPERU S.L.,Málaga/MALAGA,"CS, CP, MM, MP, PP",,MP,
10.20171/MA,MATADEROS PIZARRA S.L.,Málaga/PIZARRA,SH,P,,
10.20179/A,"UNION DETALLISTAS ESPAÑOLES, SDAD.COOP. UNIDE",Alicante/Alacant/ALICANTE/ALACANT,"CS, CP",,,
10.20184/CS,"NOCYR, S.A.L.",Castellón/Castelló/CASTELLON DE LA PLANA/CASTELLO DE LA PLANA,"CP, MM, MP, PP",,MP,
10.20187/SE,CAMPOS CARNES ECOLOGICAS S.L.,Sevilla/PILAS,"CP, MM, MP, PP",,MP,
10.20201/M,"DISCARLUX, S.L.",Madrid/MADRID,"CP, MM, MP",,,
10.20221/V,"PROCARN VALENCIA, S.L.",Valencia/València/BENAVITES,"RW, CP, MM, MP",,MP,
10.20235/CO,ORGULLOSO DE LO NUESTRO S.L.,Córdoba/BAENA,"CP, MM, MP, PP",,MP,
10.20243/ZA,"CARNICAS HUERTOS MORALEJO, S.L.",Zamora/ZAMORA,"CS, RW, CP",,,
10.20260/CU,"CARNELAN LANDETE, S.L.",Cuenca/TALAYUELAS,"CP, PP",,MP,
10.20264/TF,SOCIEDAD COOPERATIVA DEL CAMPO LA CANDELARIA,Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,"RW, CP, MM, MP, PP",,MP,
10.20267/A,"ELABORADOS PEFRAN, SDAD. COOP.VALENCIANA LIMITADA",Alicante/Alacant/IBI,"CP, MM, MP, PP",,MP,
10.20269/CC,ALPENDEREZ DOMINGUEZ MILAGROS,Cáceres/MALPARTIDA DE CACERES,"CP, MM, MP, PP",,MP,
10.20327/MA,DISTRIBUCIONES ALIMENTARIAS MERCASUR S.L.,Málaga/MALAGA,"CS, CP, MM, MP",,,
10.20347/VA,"MARTIN & GEIJO, S. L.",Valladolid/VALLADOLID,"CS, CP, MM, MP",,,
10.20358/BA,NAVARRO MORILLO MANUEL,Badajoz/CASTUERA,"CP, MM, MP, PP",,MP,
10.20367/CS,"CARNES FRESCAS, S.A.",Castellón/Castelló/ALMAZORA/ALMASSORA,CP,,,
10.20389/MU,"CARNICAS CARAVACA, S.L.",Murcia/CARAVACA DE LA CRUZ,"CP, PP",,MP,
10.20403/CO,CARNICAS DAVID S.L.,Córdoba/FUENTE OBEJUNA,"RW, CP, MM, MP, PP",,MP,
10.20405/CR,"DISTRIBUCIONES KARINA DOS, S.L.",Ciudad Real/PORZUNA,"CP, GHE","wU, wG",,
10.20410/J,TITOS BOLIVAR S.L.,Jaén/NOALEJO,"CP, MM, MP, PP",,MP,
10.20432/MA,CARNICAS ESCALANTE S.L.,Málaga/RONDA,"CP, MM, MP",,,
10.20435/CU,CARNICAS JAREÑAS. S.L.,Cuenca/VILLANUEVA DE LA JARA,"CP, MM, MP, PP",,"BL, MP",
10.20441/SE,"LINEROS PEREZ, FRANCISCO JAVIER",Sevilla/SEVILLA,"CP, MM, MP",,,
10.20447/TO,"LA AJOFRINERA GUERRERO, S.L.",Toledo/AJOFRIN,"CP, MM, MP, PP",,MP,
10.20479/A,"MUSGRAVE ESPAÑA, S.A.U",Alicante/Alacant/ALICANTE/ALACANT,CP,,,
10.20483/CS,"SAURA VILANOVA, S.L.",Castellón/Castelló/CABANES,"RW, CP",,,
10.20517/GR,ALIMENTACION ROSILLO S.L.,Granada/ORGIVA,"CP, MM, MP, PP",,MP,
10.20551/J,R. M. CANALES S.L.L.,Jaén/ALCAUDETE,"CP, MM, MP, PP",,MP,
10.20578/A,"CARNES DE EL BIERZO- LEON DE LEVANTE, S.L.",Alicante/Alacant/PETRER,"RW, CP, MM, MP",,MP,
10.20589/C,"GARCIA CANDAL, S.L.","Coruña, A/CORUÑA (A)","CS, CP, MM, MP, PP",,MP,
10.20628/O,CARNICAS JOSE TOMAS SL,Asturias/POLA LLAVIANA (LA)/POLA DE LAVIANA,"CP, GHE, MM, MP, PP","wU, wG",MP,
10.20629/O,VEGASTUR CARNES ROXAS SL,Asturias/GRANDA,"CS, CP",,,
10.20658/BU,"CARNICAS ISABEL ALONSO, S.L.",Burgos/BURGOS,"CS, CP, MM, MP",,,
10.20671/BA,FABRICA DE EMBUTIDOS LOS ARTILLEROS S.L.,Badajoz/CALERA DE LEON,"CP, PP",,MP,
10.20681/MA,"POZO MUÑOZ, FRANCISCO JUAN",Málaga/NERJA,"RW, CP",,,
10.20682/GR,"EXPOSITO FERNANDEZ, FERNANDO",Granada/TREVELEZ,"CP, MM, MP, PP",,MP,
10.20701/BI,IKALOBI OKELA S.L.,Bizkaia/BILBAO,"CS, CP, MM, MP",,,
10.20709/H,MATADERO LA JABUGUEÑA S.L.,Huelva/JABUGO,"SH, CP, PP",P,,
10.20725/GE,FRIGORIFICOS COSTA BRAVA SA,Girona/RIUDELLOTS DE LA SELVA,"RW, CP",,,
10.20726/SE,CARNES HNOS DELGADO MESA S.L.,Sevilla/CAMAS,"CP, PP",,MP,
10.20735/V,"ELABORADOS CARNICOS MEDINA, S.A.U.",Valencia/València/BUÑOL,"CS, RW, SH, CP, MM, MP, PP",B,MP,
10.20756/M,CARNES HERMANOS DE DIEGO S.L.,Madrid/HUMANES DE MADRID,"CS, RW, CP, MM, MP, PP",,MP,
10.20768/BA,SEÑORIO EXTREMEÑO S.A.,Badajoz/FUENTES DE LEON,"CP, PP",,MP,
10.20774/GR,"PEREZ VALLEJO, MANUEL",Granada/BAZA,"CP, MM, MP, PP",,MP,
10.20792/A,"GANADOS CARTAGENA, S.L.",Alicante/Alacant/ORIHUELA,CP,,,
10.20796/GE,CARNS FRIGOLE BOSCH SL,Girona/PORQUERES,"CS, CP, MM, MP",,,
10.20801/SE,HIDALGO ARGUIJO ANTONIO,Sevilla/CONSTANTINA,"CP, MM, MP, PP",,MP,
10.20813/CO,ALIMENTACION PENINSULAR S.A.,Córdoba/CORDOBA,"CP, MM, MP",,,
10.20854/GR,JAMONZAR S.L.,Granada/DURCAL,"CP, PP",,MP,
10.20862/MU,"CARNIMUR, S.L.",Murcia/TORRE-PACHECO,"CS, CP, MM, MP, PP",,MP,
10.20863/BA,JAMONES IBERICOS BLAZQUEZ S.L.,Badajoz/ZAFRA,"CP, PP",,MP,
10.20871/CC,HIPER TAMBO S.L.,Cáceres/CASAR DE CACERES,"CS, RW, CP, MM, MP",,,
10.20874/GE,"CARNIQUES CELRÀ, SL",Girona/CELRA,"CS, CP",,,
10.20881/PM,"MIQUEL ALIMENTACIÓ GRUP, SA",Palma de Mallorca/SANTA EULARIA DES RIU,"CP, MM, MP",,,
10.20883/PM,SCL VIRGEN DE MONTE TORO,Palma de Mallorca/MAO,"CP, MM, MP, PP",,MP,
10.20890/SA,"CARNICAS SANTOS LOBO, S. L.",Salamanca/CARBAJOSA DE LA SAGRADA,"CS, CP, MM, MP",,,
10.20904/GR,PROMOCIONES Y CONTRATAS HERMANOS QUIRANTE S.L.,Granada/BAZA,"CP, MM, MP, PP",,MP,
10.20910/NA,"CARNICERIA, BONEL, S.L.",Navarra/ABLITAS,"CP, PP",,MP,
10.20925/SE,DIALCOSAN DISTRIBUCION Y LOGISTICA S.L.,Sevilla/VISO DEL ALCOR (EL),"CS, CP",,,
10.20944/GR,"MERIDA CASTILLA, MANUEL",Granada/OLIVARES,"CP, MM, MP, PP",,MP,
10.20960/GR,HIJOS DE FRANCISCO JIMENEZ TIENDA S.L.,Granada/BRACANA,"RW, CP, MM, MP, PP",,MP,
10.20966/M,CARNICAS PAJARES S. MARTIN DE LA VEGA S. L.,Madrid/CIEMPOZUELOS,CP,,,
10.21010/GR,EMBUTIDOS EL MANAR S.L.,Granada/PADUL,"CP, MM, MP, PP",,MP,
10.21035/J,C.B. HERMANOS CANALES JIMENEZ,Jaén/VILLACARRILLO,"RW, CP, PP",,MP,
10.21036/TO,"CARNES Y EMBUTIDOS LA ANTIGUA, S.L.",Toledo/MORA,"CP, PP",,MP,
10.21042/SE,GARCIA ROCHO JOSE ANTONIO,Sevilla/SAN NICOLAS DEL PUERTO,"CP, MM, MP, PP",,MP,
10.21047/MA,SIERRA BLANCA COSTASOL S.L.,Málaga/MALAGA,"CS, CP",,,
10.21058/MU,"SERVICIOS CARNICEROS LA LOMA, S.L.",Murcia/PALMAR (EL) O LUGAR DE DON JUAN,"CP, MM, MP",,,
10.21086/CO,PRECOCINADOS Y ASADOS REYES SANCHEZ S.L.U.,Córdoba/FUENTE PALMERA,"CP, MM, MP, PP",,MP,
10.21110/BU,"ARCECARNE, S.L.",Burgos/BURGOS,"CS, CP, MM, MP",,,
10.21128/GU,"AGROPECUARIA FRAILE, S.A.",Guadalajara/GUADALAJARA,CP,,,
10.21143/V,"GANADOS GARCIA LLOVERA, S.L.",Valencia/València/POBLA DE VALLBONA (LA),"CS, CP",,,
10.21146/V,"TERNERAS ELISEO, S.L.",Valencia/València/BURJASSOT,CP,,,
10.21167/TF,RODISA DISTRIBUCIONES CARNICAS S.L.,Santa Cruz de Tenerife/ARAFO,"CP, MM, MP, PP",,MP,
10.21204/BA,BELL ESPAÑA ALIMENTACION S.L.U.,Badajoz/AZUAGA,"RW, CP, PP",,MP,
10.21215/O,PRODUCTOS AGROALIMENTARIOS GANCEDO SL,Asturias/TINEO,"CP, MM, MP, PP",,MP,
10.21231/B,CARNIQUES D'OSONA SL,Barcelona/VIC,"CS, CP, MM, MP",,,
10.21237/B,CARTRAD SA,Barcelona/CASTELLBISBAL,"CS, CP, MM, MP",,,
10.21246/GR,CARNICERIA LUIS JAVIER S.L.,Granada/GOJAR,"CS, CP, MM, MP, PP",,MP,
10.21248/CO,GONZALEZ LUCENA ANTONIA,Córdoba/FERNAN-NUÑEZ,"CP, PP",,MP,
10.21269/V,"J. VILLANUEVA, S.L.",Valencia/València/MONTITXELVO/MONTICHELVO,"CP, MM, MP, PP",,MP,
10.21280/IB,"ANIOFE, SL",Islas Baleares/FORMENTERA,"CP, MM, MP",,,
10.21289/MA,EMBUTIDOS PELAEZ S.L.,Málaga/ARCHIDONA,"CP, MM, MP, PP",,MP,
10.21302/SS,"ARKUME HARAGINTZA, S.L",Gipuzkoa/ASTEASU,"RW, CP, MM, MP",,,
10.21309/M,AGRICAR GLOBAL SELECCION S.L.,Madrid/ALCORCON,CP,,,
10.21332/SA,"MATADERO FRIGORIFICO DE FUENTES, EL NAVAZO, S.L.",Salamanca/FUENTES DE BEJAR,"CS, SH, CP, PP",P,MP,
10.21342/SA,"CHACINAS IBERICAS DE LOS SANTOS, S. L.",Salamanca/SANTOS (LOS),"CP, PP",,MP,
10.21371/B,ROVIRA CB,Barcelona/SAGAS,"CP, MM, MP, PP",,MP,
10.21389/OR,FUNDACION CENTRO TECNOLOXICO DA CARNE,Ourense/SAN CIBRAO DAS VIÑAS,"CS, CP, MM, MP, PP",,MP,
10.21405/M,"GRUPO CARNICO MORAN, S.L.",Madrid/MADRID,"CP, MM, MP",,,
10.21426/B,SAT CAL PAUET,Barcelona/ESPUNYOLA (L'),CP,,,
10.21431/LU,"SUMINISTROS MEGARO FOODS, S.L.",Lugo/CASTRO DE REI,"CS, CP, MM, MP",,,
10.21446/ZA,MARIA DEL CARMEN ARES ALFONSO,Zamora/VILLALPANDO,"CP, MM, MP, PP",,MP,
10.21450/SG,"CARNICAS TABLADILLO, S. L.",Segovia/TABLADILLO,"CS, SH, CP, MM, MP",P,,
10.21469/SO,CARNICAS SIERRA DE TORANZO SL,Soria/OLVEGA,"CP, MM, MP, PP",,MP,
10.21479/V,"JOCARN DE VALENCIA, S.L.",Valencia/València/PATERNA,"CS, CP, MM, MP, PP",,MP,
10.21481/TO,"INDUSTRIAS CARNICAS HERMANOS MUÑOZ DIAZ, S.L.",Toledo/RECAS,"CP, MM, MP, PP",,MP,
10.21483/SA,"CIPRIANO HERNANDEZ, S. A.",Salamanca/CARBAJOSA DE LA SAGRADA,"CS, RW, CP, MM, MP",,,
10.21492/S,HERMANOS MIGUEL ESTRADA S.L.,Cantabria/TORRELAVEGA,"CP, MM, MP, PP",,"BL, MP",
10.21521/S,CARNICAS CAMPURRIANAS S.L.,Cantabria/REINOSA,"CS, CP, MM, MP, PP",,"BL, MP",
10.21546/GE,"BRUN RABERT, JAUME",Girona/SILS,"CS, CP",,,
10.21550/GU,INDUSTRIAS CARNICAS RAMAJO S.L.,Guadalajara/QUER,"CP, MM, MP, PP",,MP,
10.21555/J,AYUNTAMIENTO DE NOALEJO,Jaén/NOALEJO,SH,"C, O",,
10.21562/L,PRODUCTES CARNIS JOAN ARQUES SA,Lleida/JUNEDA,"CS, CP",,,
10.21570/M,MORALES CHICOTE CESAR,Madrid/ALAMO (EL),"CS, CP",,,
10.21579/ZA,"ASOVINO, S.COOP.",Zamora/CORESES,"CS, CP",,,
10.21583/C,"CARNICAS HUNI 2007, S.L.","Coruña, A/OLEIROS","CS, CP",,,
10.21603/L,EMBOTITS LLANIA SL,Lleida/POBLA DE SEGUR (LA),"CS, CP, MM, MP, PP",,MP,
10.21617/AV,"CARNES BARBERO, S. L.",Ávila/BARRACO (EL),"CS, RW, SH, CP, PP","B, C, O",ST,
10.21631/TO,EMBUTIDOS ARTESANOS SIERRA DE SAN VICENTE,Toledo/HINOJOSA DE SAN VICENTE,"CP, MM, MP, PP",,MP,
10.21670/CC,CARNICAS DIBE S.L.,Cáceres/GORDO (EL),"CS, RW, CP, GHE, MM, MP, PP","wL, wA, wU, wG",MP,
10.21695/A,"EMBUTIDOS HORTANATURA, S.L.",Alicante/Alacant/ELCHE/ELX,"CP, MM, MP, PP",,MP,
10.21701/SE,"DIAZ MARTIN, JOSE",Sevilla/PEDRERA,"RW, CP",,,
10.21727/SG,"INCOVA CENTRO CARNICO, S. A.",Segovia/ESPINAR (EL),"CS, SH, CP, MM, MP",B,,
10.21739/Z,"COMERCIAL DE CARNES MILLENIUM, S.L.",Zaragoza/ZUERA,"CS, CP",,,
10.21740/CE,NOOR Y MOHAMED S.L.,Ceuta/CEUTA,"RW, CP, MM, MP, PP",,MP,
10.21754/MA,LA TIENDA DEL PUEBLO S.L.,Málaga/PIZARRA,"CP, MM, MP, PP",,MP,
10.21770/SG,"DOMINGO DE PEDRO MORENO E HIJOS, S. L.",Segovia/MATILLA (LA),"CP, PP",,MP,
10.21794/GE,CARNS DE CONFIANÇA SL,Girona/CAMPDEVANOL,"CP, MM, MP",,,
10.21811/V,"GENERAL MARKETS IBERICA, S.A.U",Valencia/València/XIRIVELLA,"CP, MM, MP",,,
10.21823/M,"CARJEMI, S.L.",Madrid/MADRID,"CS, CP",,,
10.21826/M,"SUPERMERCADOS HIBER, S.A.",Madrid/COLMENAR VIEJO,"CS, CP, MM, MP",,,
10.21844/V,INDUSTRIAS CARNICAS NATUCARN S.L.,Valencia/València/VALENCIA,"RW, CP, MM, MP",,MP,
10.21846/SA,"EMBUTIDOS FERMIN, S. L.",Salamanca/TAMAMES,"CS, RW, CP, PP",,MP,
10.21862/PO,"CARNICEROS ASOCIADOS DE CAMBADOS, S.L.",Pontevedra/CAMBADOS,SH,"P, B, C, O, S",,
10.21869/GE,FRIGORIFICS LES PRESES SL,Girona/PRESES (LES),"CS, CP",,,
10.21873/BU,"CORDEROS LECHALES GALINDO, S. L.",Burgos/ARANDA DE DUERO,"CS, CP",,,
10.00286/SS,"MATADERO FRIGORIFICO DONOSTIARRA, S.A.L. MAFRIDO",Gipuzkoa/DONOSTIA/SAN SEBASTIAN,"CS, SH","P, B, C, O, S",,
10.21878/HU,"ALMACENES FRIGORÍFICOS SALAS, S.L.",Huesca/HUESCA,CP,,,
10.21880/IB,"GENERAL MARKETS FOOD IBERICA, SAU",Islas Baleares/PALMA,"CP, MM, MP",,,
10.21888/SA,"CARNICAS SAVE, S. L.",Salamanca/SALAMANCA,"CS, CP",,,
10.21908/IB,"INDUSTRIAS CARNICAS CASTILLA LA MANCHA, SA",Islas Baleares/VILETA (SA),"CP, MM, MP, PP",,MP,
10.21920/BA,VICTORIANO PEREZ S.L.,Badajoz/HABA (LA),"CP, MM, MP, PP",,"BL, MP",
10.21921/IB,"MIQUEL ALIMENTACIO GRUP, SAU",Islas Baleares/PUIG DE''N VALLS,"CP, MM, MP",,,
10.21927/GR,C.B. CARNICERIA MARIA,Granada/DURCAL,"CP, MM, MP, PP",,MP,
10.21971/VI,"CARNICAS CONCHI, S.L.",Araba/Álava/VITORIA-GASTEIZ,"CS, CP, MM, MP",,,
10.21977/CS,"CARNES PEDRO DE BEJIS, S.L.",Castellón/Castelló/BEJIS,"SH, CP, MM, MP, PP","P, C, O",MP,
10.01899/GE,CARLOS COLOMER SAU,Girona/SANT FELIU DE PALLEROLS,"CS, RW, CP",,MP,
10.22007/AB,"PRODUCTOS CARNICOS ALBACETE, S.L.",Albacete/ALBACETE,"CS, CP, MM, MP, PP",,"BL, MP",
10.22025/CO,CARNES Y JAMONES CABALLERO S.L.,Córdoba/POSADAS,"CP, MM, MP, PP",,MP,
10.22035/BU,MARIANO BEREZO PEREZ,Burgos/ESTEPAR,CP,,,
10.22050/TE,MARÍA LUCÍA IBÁÑEZ FERRER,Teruel/FRESNEDA (LA),"CP, MM, MP, PP",,MP,
10.22095/S,COPAGA CANTABRIA S.A.,Cantabria/PEÑACASTILLO,"CS, CP, MM, MP",,,
10.22106/M,CARLOS HERRERA JEREZ S.L.,Madrid/MADRID,CP,,,
10.22135/B,CAL SERRATS SCP,Barcelona/ARGENÇOLA,CP,,,
10.22143/V,"VACUM CARNES DE LUJO, S.L.",Valencia/València/LORIGUILLA,"RW, CP",,MP,
10.22156/SS,"EZKURTXERRI, SL",Gipuzkoa/GETARIA,"RW, CP, PP",,MP,
10.22176/PM,"FRUFOR, SL",Palma de Mallorca/SANT FRANCESC DE FORMENTERA,"CP, MM, MP, PP",,MP,
10.22211/C,BETANZOS CARNES S.L.L.,"Coruña, A/BERGONDO","CS, CP, MM, MP, PP",,MP,
10.22235/A,"CARNES GONZALEZ GARCIA, S.L.",Alicante/Alacant/ORIHUELA,CP,,,
10.22245/L,"ARELLANO NADAL, JAUME",Lleida/ARBECA,"CP, MM, MP",,,
10.22256/MU,"AIREMAR ALIMENTACION, S.L.",Murcia/BAÑOS Y MENDIGO,"CP, MM, MP, PP",,"BL, MP",
10.22261/M,DEPORSA TRADICION S.L.U.,Madrid/SAN AGUSTIN DEL GUADALIX,"CS, CP, MM, MP, PP",,MP,
10.22290/MA,MERINO RUIZ MIGUEL,Málaga/YUNQUERA,"RW, CP, MM, MP, PP",,MP,
10.22301/SA,"CESAR NIETO GROUP, S.L.",Salamanca/GUIJUELO,"CS, CP, PP",,MP,
10.22356/M,"CARNICAS LA BOUTIQUE DEL LECHAL, S.L.",Madrid/ARROYOMOLINOS,"CS, CP",,,
10.22362/BA,CARNES Y DESPIECE DE ALMENDRALEJO S.L.,Badajoz/ALMENDRALEJO,"CS, RW, CP, MM, MP",,,
10.22372/CA,INDUSTRIAS CARNICAS FRANCISCO RIVERA MORILLO SABOR DEL SUR S.L.,Cádiz/BENALUP,"CP, GHE, MM, MP","wU, wG",,
10.22385/AV,"HERMANOS PERIBAÑEZ, C.B.",Ávila/AVILA,CP,,,
10.22388/GR,PRODUCTOS CARNICOS GRANADA S.L.,Granada/ATARFE,"CP, MM, MP",,,
10.22398/BA,IBERMONESTERIO S.L.,Badajoz/MONESTERIO,"CP, PP",,MP,
10.22454/LE,JOSE MARCOS CARRERA FERNANDEZ,León/PRADORREY,"CS, CP, MM, MP, PP",,MP,
10.22457/V,"DISPORAVE, S.L.U.",Valencia/València/PUÇOL,"CS, CP, MM, MP, PP",,MP,
10.22466/A,"MUT BUIGUES, S.L.",Alicante/Alacant/PEDREGUER,"CP, MM, MP, PP",,MP,
10.22476/BA,IBERICOS DE GURUVIEJO S.L.,Badajoz/ZAFRA,"RW, CP, MM, MP, PP",,MP,
10.22480/CR,"MATADERO FRIGORIFICO DE AGUDO, S.L.",Ciudad Real/AGUDO,"CS, SH, CP","P, B, C, O",,
10.22497/T,CAL CORTIELLA SL,Tarragona/ALCOVER,"CS, CP",,,
10.22508/CO,CARNES Y FABRICA DE EMBUTIDOS MONTORO S.L.,Córdoba/MONTORO,"CP, MM, MP, PP",,MP,
10.22538/SA,"ARTESANOS DEL IBERICO LA HUEBRA, S. L.",Salamanca/VECINOS,"CP, MM, MP, PP",,MP,
10.22545/M,"GRUPO TENGFEI ALIMENTACIÓN, S.L.",Madrid/VALDEMORO,"CS, CP, MM, MP",,,
10.22549/LU,"CARNICAS CARBALLO GARCIA, S.L.",Lugo/MONTERROSO,"CP, MM, MP, PP",,MP,
10.22559/TO,"FRESCOS Y ELABORADOS DEL PORCINO, S.L.",Toledo/VILLAFRANCA DE LOS CABALLEROS,"SH, CP, MM, MP, PP",P,MP,
10.22575/SA,"JAMON PRIM SALAMANCA, S. L.",Salamanca/MACOTERA,"CP, PP",,MP,
10.22598/A,"LOPEZ HERVAS, JUAN",Alicante/Alacant/ALICANTE/ALACANT,"CS, CP",,,
10.22660/LO,"COMERCIAL SANCHEZ BALDERO, S.L.","Rioja, La/ALFARO","CP, MM, MP",,,
10.22669/CU,"GOURMET CASA EL BALA, S.L.",Cuenca/MOTILLA DEL PALANCAR,"CP, PP",,MP,
10.22675/SE,CARTIFRES S.L.,Sevilla/ARAHAL,"CS, CP, MM, MP",,,
10.22692/TO,"GARCÍA MARTÍN, ÁLVARO",Toledo/SONSECA,"CP, MM, MP, PP",,"BL, MP",
10.22693/CC,HIJAS DE EDUARDO NIETO LARRA S.L.,Cáceres/DELEITOSA,"CP, MM, MP, PP",,MP,
10.22702/L,AJUNTAMENT DE SORT,Lleida/SORT,SH,"P, B, C, O, S",,
10.22727/TE,"JAMONES PASTOR, SL",Teruel/RUBIELOS DE MORA,SH,"P, C, O",,
10.22728/M,DISTRIBUCIONES CARNICAS FUENLABRADA,Madrid/HUMANES DE MADRID,"CP, MM, MP, PP",,,
10.22729/M,"INDUSTRIAS CARNICAS CAMARMA, S.L.",Madrid/ALCALA DE HENARES,"CP, MM, MP",,,
10.22738/MA,PRODUCTOS CARNICOS PERDIGUERO S.L.L.,Málaga/RIOGORDO,"CP, PP",,MP,
10.22789/J,ALBALOMA INVERSIONES S.L.,Jaén/ANDUJAR,"CS, RW, CP, MM, MP",,,
10.22801/SA,EUGENIA GARCIA MUÑOZ,Salamanca/GUIJUELO,CP,,,
10.22840/M,"CARNES MOHA, S.L.U.",Madrid/MADRID,"CS, CP",,,
10.22873/CO,IBERICOS CERROALTO S.L.,Córdoba/HINOJOSA DEL DUQUE,"CP, MM, MP, PP",,MP,
10.22898/HU,GINAST S.C.P.,Huesca/GINASTE,CP,,,
10.22962/AV,JOSE MARIA VELAZQUEZ GONZALEZ,Ávila/NAVATALGORDO,"CP, PP",,MP,
10.22974/O,GANADERIA BUYOS SL,Asturias/LUANCO,"CP, MM, MP, PP",,MP,
10.22984/ZA,"INDUSTRIAS CARNICAS FAMJOM, S. L.",Zamora/CORESES,SH,"C, O",,
10.22986/A,"ANTONIO PEREZ SAURA Y ENRIQUE PEREZ SAURA, C.B.",Alicante/Alacant/ORIHUELA,CP,,,
10.23044/VA,ALEJANDRO REVILLA GOMEZ,Valladolid/VILLALON DE CAMPOS,"CP, MM, MP",,,
10.23076/BI,"LARRAKO HARAGIAK, S.L.",Bizkaia/AMOREBIETA-ETXANO,"CS, RW, CP, MM, MP, PP",,MP,
10.23100/SA,"ENMERJOSA, S. L.",Salamanca/BEJAR,"RW, CP, MM, MP, PP",,MP,
10.23112/M,"CARSANA, CARNES DE CONFIANZA S.L.",Madrid/MADRID,"CP, PP",,MP,
10.23120/SG,"CARNICAS BRIZ, S.L.",Segovia/SEGOVIA,"CS, CP, MM, MP, PP",,MP,
10.23167/V,"PINCHITOS DABI, S.L.",Valencia/València/POBLA DE VALLBONA (LA),"RW, CP, MM, MP, PP",,MP,
10.23191/C,VEGO SUPERMERCADOS S.A.U.,"Coruña, A/CORUÑA (A)",CP,,,
10.23223/MA,CARNICAS MIGUEL Y ARENAS S.L.,Málaga/CAMPANILLAS,"CS, RW, CP, MM, MP",,,
10.23226/M,"POULTRY FOODS & MARKET, S.L.",Madrid/ALCOBENDAS,"CP, PP",,MP,
