Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
10.16520/GC,"FRIGOHERGAR, S.L.","Palmas, Las/SANTA LUCIA DE TIRAJANA",PP,,MP,
12.12292/GC,"FRIGOHERGAR, S.L.","Palmas, Las/SANTA LUCIA DE TIRAJANA",PP,,,
15.04497/GC,"HERNANDEZ HERNANDEZ, MARIA SOCORRO","Palmas, Las/PAJARA",PP,,,
15.04514/TF,TECALI.S.L.,Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,PP,,,
15.04515/GC,"MARTIN HERNANDEZ, LIDIA CELESTE","Palmas, Las/PUERTO DEL ROSARIO",PP,,,
40.17000/GC,"JAIME LLORCA, S.A.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.17158/GC,"ESA OBRA EXTRA, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
15.04610/GC,"DISTRIBUCIONES LACTEOS SANMOGAN, S.L.","Palmas, Las/ARRECIFE",CS,,,
14.02255/TF,José Antonio González García,Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,EPC,,,
12.12592/GC,"CENTROPESCA, S.A. - B. F. DORNEDA","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",FV,,,
12.12596/GC,PESQUERAS GOBER S.L. - B. F. M/P GOBER TERCERO,"Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",FV,,,
15.04639/GC,"ALONSO ROBAINA, EZEQUIEL","Palmas, Las/PUERTO DEL ROSARIO",PP,,,
10.16883/TF,"VENTURA PAZ, JOSUE",Santa Cruz de Tenerife/SANTA CRUZ DE LA PALMA,PP,,MP,
10.16927/TF,"DROPALMA, S.L.U.",Santa Cruz de Tenerife/LLANOS DE ARIDANE (LOS),"CS, CP, PP",,MP,
12.12768/GC,"González García, José Antonio","Palmas, Las/ARRECIFE",CS,,,
40.17419/TF,"Atlanta Islas Canarias, S.L.",Santa Cruz de Tenerife/SAN MIGUEL DE ABONA,CS,,,
40.17522/GC,"Distribuciones M. Pacheco e Hijos, S.L.","Palmas, Las/SAN BARTOLOME",CS,,,
14.02280/TF,"ISONORTE EMPLEO, S.L.",Santa Cruz de Tenerife/PUNTALLANA,EPC,,,
40.17528/GC,UNION DETALLISTAS ESPAÑOLES SOCIEDAD COOPERATIVA UNIDE,"Palmas, Las/TELDE",CS,,,
40.17550/TF,"RIROMEL, S.L.",Santa Cruz de Tenerife/ROSARIO (EL),RW,,,
40.17626/GC,"Hermanos Betancor Sicilia, S.L.","Palmas, Las/PUERTO DEL ROSARIO",CS,,,
12.12960/TF,ORGANIZACION DE PRODUCTORES DE TUNIDOS Y PESCA FRESCA DE LA ISLA DE TENERIFE.,Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,"CS, RW, FFP",,,
10.17172/GC,"PORCINOS DE GALDAR, S.L.","Palmas, Las/TELDE",PP,,MP,
12.12972/GC,"PORCINOS DE GALDAR, S.L.","Palmas, Las/TELDE","RW, PP",,,
40.17698/GC,MERCADONA S.A.,"Palmas, Las/INGENIO","CS, RW",,,
12.13059/TF,COFRADIA DE PESCADORES EL GRAN PODER DE DIOS,Santa Cruz de Tenerife/PUERTO DE LA CRUZ,AH,,,
12.13060/TF,COFRADIA DE PESCADORES NUESTRA SEÑORA DE LA CONSOLACION,Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,AH,,,
40.17806/GC,"Comercial Joaquín Cabrera, S.L.","Palmas, Las/SAN BARTOLOME",CS,,,
40.17807/GC,"Carnes y embutidos Chacón, S.L.","Palmas, Las/ARRECIFE","CS, RW",,,
10.17291/TF,"Carni Shop, SL",Santa Cruz de Tenerife/ARONA,"RW, CP, MM, MP",,MP,
12.13189/TF,COFRADIA DE PESCADORES NUESTRA SEÑORA DEL CARMEN-EL PRIS,Santa Cruz de Tenerife/TACORONTE,AH,,,
12.13214/GC,PESQUERAS GOBER S.L. - M/P GOBER CUARTO,"Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",FV,,,
40.18039/GC,"SPANISH PELAGIC, S.A.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.18065/GC,"Emicela, S.A.","Palmas, Las/AGÜIMES","CS, RW",,,
12.13314/TF,COFRADIA DE PESCADORES SAN MIGUEL DE TAJAO,Santa Cruz de Tenerife/ARICO,AH,,,
40.18075/TF,MARIA LUZ HERNANDEZ S.L.,Santa Cruz de Tenerife/OROTAVA (LA),CS,,,
15.04851/TF,ROBERTO CARLOS PEREZ FERNANDEZ,Santa Cruz de Tenerife/PUNTAGORDA,PP,,,
40.18181/GC,"Districar, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
12.13446/TF,COFRADIA DE PESCADORES NUESTRA SEÑORA DE LA LUZ,Santa Cruz de Tenerife/GUIA DE ISORA,AH,,,
15.04876/TF,"BALLESTEROS MACHIN, ANTONIO MANUEL",Santa Cruz de Tenerife/PUNTAGORDA,PP,,,
12.13535/GC,Cofradía de Pescadores Castillo del Romeral,"Palmas, Las/SAN BARTOLOME DE TIRAJANA",AH,,,
15.04884/TF,Victor Manuel Pérez Fernández,Santa Cruz de Tenerife/PUNTAGORDA,PP,,,
15.04898/TF,MARCO ANTONIO QUINTERO ROLO,Santa Cruz de Tenerife/SANTIAGO DEL TEIDE,PP,,,
15.04899/TF,"FLOR DE ACHEMEN, S.L.U.",Santa Cruz de Tenerife/FASNIA,PP,,,
40.18361/TF,"ARGAL ALIMENTACION, S.A.",Santa Cruz de Tenerife/ARAFO,CS,,,
40.18390/GC,SEVEN SEAS MARITIME SERVICES SPAIN S.A.U.,"Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.18478/GC,"FRUTAS Y VERDURAS GUTIERREZ, S.L.","Palmas, Las/AGÜIMES",CS,,,
40.18540/GC,"Distribuciones Viera, S.L.","Palmas, Las/ARRECIFE",CS,,,
15.04956/TF,"RAMOS RAMOS, SOTERA",Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,PP,,,
10.17865/TF,"EMBUTIDOS NORTEFRIO, S.L.",Santa Cruz de Tenerife/REALEJOS (LOS),"MM, MP, PP",,MP,
40.18669/GC,"DISTRIBUCIONES GUANCHE, S.L.","Palmas, Las/SAN BARTOLOME",CS,,,
40.18840/TF,Carreras Grupo Logístico S.A.,Santa Cruz de Tenerife/GÜIMAR,CS,,,
40.18849/GC,"CARNICAS JIMENEZ VERA, S.L.","Palmas, Las/PUERTO DEL ROSARIO",CS,,,
40.18881/TF,"MONTESANO CANARIAS, SA",Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
12.13974/TF,COFRADIA DE PESCADORES NUESTRA SEÑORA DEL CARMEN,Santa Cruz de Tenerife/TAZACORTE,AH,,,
40.18921/TF,LANZATEIDE COMERCIAL S.A.,Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
10.18105/GC,"RIU HOTELS, S.A.","Palmas, Las/OLIVA (LA)",CP,,,
10.18115/TF,CAÑA DULCE DE GÜIMAR S.L.,Santa Cruz de Tenerife/GÜIMAR,SH,L,,
12.14009/TF,COFRADIA DE PESCADORES NUESTRA SEÑORA DE CANDELARIA,Santa Cruz de Tenerife/CANDELARIA,AH,,,
12.14010/TF,FRIGORIFICOS EL AMPARO S.L.,Santa Cruz de Tenerife/ICOD DE LOS VINOS,RW,,,
15.05020/TF,PALVIDAQUES S.L.,Santa Cruz de Tenerife/TIJARAFE,PP,,,
12.14098/TF,"Bervican La Palma, S.L.",Santa Cruz de Tenerife/PASO (EL),RW,,,
40.19066/GC,"EMALTRI, S.L.","Palmas, Las/AGÜIMES",CS,,,
40.19089/GC,"TELEPIZZA INSULAR, S.A.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
15.05076/GC,"Viera Rodríguez, Rita del Carmen","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",RW,,,
12.14291/TF,COFRADIA DE PESCADORES DE SAN ANDRES,Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,AH,,,
12.14373/GC,"Pescado y Marisco Fresco La Graciosa, S.L.","Palmas, Las/HARIA","CS, RW",,,
40.19502/TF,MAKRO AUTOSERVICIO MAYORISTA S.A.,Santa Cruz de Tenerife/ADEJE,CS,,,
12.14415/GC,COFRADIA DE PESCADORES GRAN TARAJAL,"Palmas, Las/TUINEJE",AH,,,
12.14416/GC,COFRADIA DE PESCADORES DE MORRO JABLE,"Palmas, Las/PAJARA",AH,,,
10.18529/GC,"Daschner, Rainer Philipp","Palmas, Las/ANTIGUA",PP,,MP,
12.14515/GC,"BARREIRO GRANDE, MARIA TERESA","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",DC,,,
12.14540/GC,"Surimar Fresco y Congelado, S.L.","Palmas, Las/TELDE","PP, FFP",,,
12.14543/GC,"Unión Martín, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)","CS, RW, PP, FFP",,,
15.05218/GC,"GANADERIA ANA DE LEON, S.C.P.","Palmas, Las/PUERTO DEL ROSARIO",PP,,,
12.14595/GC,"Pesquera Derime, S.L. - B/F Santo do Mar","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",FV,,,
40.19879/GC,"Carreras Grupo Logístico, S.A.","Palmas, Las/TELDE",CS,,,
15.05259/TF,"PEREZ LORENZO, ISAEL ANTONIO",Santa Cruz de Tenerife/GARAFIA,PP,,,
14.02421/TF,María Encarnación A. Bethencourt Gutiérrez,Santa Cruz de Tenerife/BREÑA ALTA,EPC,,,
12.14663/GC,COFRADIA DE PESCADORES DE AGAETE,"Palmas, Las/AGAETE",AH,,,
15.05274/TF,José Antonio Sánchez Delgado,Santa Cruz de Tenerife/ROSARIO (EL),PP,,,
40.20038/TF,AGRUCAN S.L.,Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
12.14709/TF,"IMPORTADORA TENERIFE SUR, S.L.",Santa Cruz de Tenerife/SAN MIGUEL DE ABONA,"RW, PP, FFP",,,
40.20181/GC,"MELOMADI IMPORT, S.L.","Palmas, Las/AGÜIMES",CS,,,
15.05322/TF,"ARMAS DIAZ, CRISTOBAL",Santa Cruz de Tenerife/SAN SEBASTIAN DE LA GOMERA,PP,,,
40.20312/GC,"Distribuciones Tierney, S.L.","Palmas, Las/ARRECIFE",CS,,,
40.20316/TF,"COMERCIAL JESUMAN, SA",Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,"CS, RW",,,
40.20317/TF,CONGELADOS GAROE S.L.,Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,CS,,,
12.14877/GC,"Canary Islands Fishing, S.L. - B.F. “Riodomar cuarto”","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",FV,,,
14.02441/GC,"Bonny Massieu, Juan","Palmas, Las/SANTA BRIGIDA",EPC,,,
10.19008/TF,"EMBUTIDOS JUSTO, S.L.",Santa Cruz de Tenerife/CANDELARIA,"MM, MP, PP",,MP,
10.19009/TF,"GRANJA EL CARDON, S.L.",Santa Cruz de Tenerife/BUENAVISTA DEL NORTE,"CP, MM, MP, PP",,MP,
15.05378/TF,Diego Pérez Gómez,Santa Cruz de Tenerife/PUNTAGORDA,PP,,,
40.20416/TF,"Productos Lácteos de Canarias, S.L.U.",Santa Cruz de Tenerife/ARAFO,CS,,,
40.20462/GC,TRANSPORTES FRIGORIFICOS TUN TUN S.L.,"Palmas, Las/TELDE",CS,,,
12.14961/GC,COFRADIA DE PESCADORES DE CORRALEJO,"Palmas, Las/OLIVA (LA)","PP, AH",,,
15.05419/TF,"SDAD. AGRÍCOLA GANADERA CHEJENIGUE, S.L.",Santa Cruz de Tenerife/SAN SEBASTIAN DE LA GOMERA,PP,,,
40.20557/TF,"MAKRO AUTOSERVICIO MAYORISTA, S.A.",Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,"CS, RW",,,
10.19122/TF,"RIUSA II, S.A.",Santa Cruz de Tenerife/ADEJE,"RW, MM, MP",,,
12.15061/TF,"GESTIÓN DE RECURSOS MARINOS, SL",Santa Cruz de Tenerife/SAN MIGUEL DE ABONA,FFP,,,
15.05441/GC,"QUINTANA SANCHEZ, GUSTAVO","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",PP,,,
12.15111/GC,"FREIREMAR, S.A. - B. F. FAKIR","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",FV,,,
10.19247/GC,UNION CARNICA EUROPEA S.L.,"Palmas, Las/TELDE","CP, MM, MP, PP",,MP,
40.20820/TF,"CONGELADOS HERBANIA, S.A.",Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
12.15196/GC,"Pescalobos FTV, S.L.L.","Palmas, Las/OLIVA (LA)","CS, PP",,,
40.20861/TF,"CONGELADOS TABURIENTE, S.L.",Santa Cruz de Tenerife/SANTA CRUZ DE LA PALMA,CS,,,
40.20882/GC,"CASTY CANARIAS, S.L.","Palmas, Las/TELDE",CS,,,
40.20966/GC,"Comercial Italiana de Alimentación, S.L.","Palmas, Las/AGÜIMES",CS,,,
12.15277/GC,"Carnes y embutidos Chacón, S.L.","Palmas, Las/ARRECIFE","CS, PP",,,
40.21032/GC,"COIDEC, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
14.02479/GC,"OJEDA BETANCOR, UBAY CHIMAYO","Palmas, Las/MOYA",EPC,,,
12.15381/TF,"RECURSOS MARINOS CANARIOS, S.A.",Santa Cruz de Tenerife/ARICO,"CS, PP, DC, PC",,,
12.15428/GC,"FREIREMAR, S.A. - B. F. FOLIAS","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",FV,,,
12.15429/GC,"Crestaola Canarias, S.L.U.","Palmas, Las/TELDE","CS, PP",,,
40.21387/GC,"Congelados Javier Rodríguez, S.L.","Palmas, Las/AGÜIMES",RW,,,
12.15524/GC,"Canary Islands Fishing, S.L. - B.F. “Riodomar quinto”","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",FV,,,
40.21480/TF,"COMERCIAL CANARIA DEL DISCO, S.L.",Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
40.21504/GC,"ADAZENE, S.L.","Palmas, Las/INGENIO",CS,,,
26.08884/TF,"Asados y Especialidades La Campesina, S.L.U.",Santa Cruz de Tenerife/ROSARIO (EL),PP,,MP,
15.05665/GC,"QUESERIA REYES, S.L.","Palmas, Las/TUINEJE",PP,,,
40.21698/GC,PROMOCIONES JOCARFE S.L.,"Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",RW,,,
40.21835/TF,UNION DETALLISTAS ESPAÑOLES SOCIEDAD COOPERATIVA UNIDE,Santa Cruz de Tenerife/GÜIMAR,CS,,,
12.15856/GC,PESCATOBAL SOCIEDAD COOPERATIVA LIMITADA,"Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",AH,,,
15.05709/TF,ROYAL PALM S.A.T.,Santa Cruz de Tenerife/VALLEHERMOSO,PP,,,
40.22085/GC,"Distribuciones Vaqlanz Canarias, S.L.","Palmas, Las/ARRECIFE",CS,,,
15.05761/GC,S.C.L. QUESOS DE GURIAMEN,"Palmas, Las/OLIVA (LA)",PP,,,
40.22124/GC,MORPUL S.L.,"Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
15.05768/TF,"Danoinerfa, SL",Santa Cruz de Tenerife/ROSARIO (EL),RW,,,
40.22165/GC,"Menceyes Food Company, S.L.","Palmas, Las/AGÜIMES",CS,,,
40.22190/GC,CARNICERIA CHARCUTERIA RAFAEL S.L.,"Palmas, Las/TUINEJE",CS,,,
40.22212/GC,"Atlanta Islas Canarias, S.L.","Palmas, Las/AGÜIMES",CS,,,
15.05797/GC,Iván Pérez González,"Palmas, Las/OLIVA (LA)",PP,,,
40.22270/GC,S.A.T. QUESO FLOR VALSEQUILLO,"Palmas, Las/VALSEQUILLO DE GRAN CANARIA",CS,,,
15.05834/GC,"DIAZ DIAZ, BENJAMIN","Palmas, Las/TUINEJE",PP,,,
12.16278/TF,COFRADIA DE PESCADORES NTRA. SRA. DE LAS NIEVES,Santa Cruz de Tenerife/BREÑA ALTA,"PP, AH",,,
10.20264/TF,SOCIEDAD COOPERATIVA DEL CAMPO LA CANDELARIA,Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,"RW, CP, MM, MP, PP",,MP,
40.22768/GC,"Distribuciones Reyes y Bouzón, S.L.","Palmas, Las/ARRECIFE",CS,,,
15.05925/TF,C.B. Granja Jorana,Santa Cruz de Tenerife/GARAFIA,PP,,,
40.22815/GC,"Francisco Parrilla, S.L.","Palmas, Las/SAN BARTOLOME",CS,,,
15.05934/GC,"Ramírez Santana, Leonor Iluminada","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",PP,,,
15.05935/GC,"JOQUEGRAN, S.L.","Palmas, Las/SANTA LUCIA DE TIRAJANA",PP,,,
40.22853/TF,"DORTA VELAZQUEZ, DOMINGO",Santa Cruz de Tenerife/PUERTO DE LA CRUZ,CS,,,
40.22862/GC,"FREIREMAR, S.A.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
15.05945/GC,"MENDEZ MONTESDEOCA, JUAN","Palmas, Las/TELDE",PP,,,
40.22875/GC,PEÑAMAR DEL ATLANTICO S.L.,"Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",RW,,,
40.22877/GC,UNION CARNICA EUROPEA S.L.,"Palmas, Las/TELDE",CS,,,
40.22878/GC,"COMERCIAL GONZALEZ CABRERA E HIJOS, S.L.","Palmas, Las/TELDE",CS,,,
40.23025/TF,"PEREZ ROSALES, JUAN CARLOS",Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
15.06010/GC,"Rodríguez Martín, Pablo Ramón","Palmas, Las/TUINEJE",PP,,,
10.20514/TF,"ANACRIS TENERIFE, S.L.",Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,PP,,MP,
15.06086/GC,"Mendoza Cruz, Roque C.","Palmas, Las/GALDAR",PP,,,
10.20626/TF,"PASTO Y BELLOTA, S.L.",Santa Cruz de Tenerife/PASO (EL),CS,,,
10.20627/TF,"PALMERO GARCIA, MIGUEL ANGEL",Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,PP,,MP,
14.02588/TF,"GONZALEZ SANTANA, MARCELO",Santa Cruz de Tenerife/TEGUESTE,EPC,,,
15.06130/GC,"Quesos La Gambuesa, S.L.","Palmas, Las/TUINEJE",PP,,,
40.23635/TF,"G.H.G. CONGELADOS, S.L.",Santa Cruz de Tenerife/OROTAVA (LA),CS,,,
15.06186/GC,"Friesland Campina Canarias, S.A.U.","Palmas, Las/TELDE","CS, PP",,,
40.23659/TF,"Luis Melián Pérez, S.L.",Santa Cruz de Tenerife/SAN MIGUEL DE ABONA,CS,,,
15.06192/GC,"Finca de Uga, S. L.","Palmas, Las/YAIZA",PP,,,
12.16898/GC,"CARNICAS JIMENEZ VERA, S.L.","Palmas, Las/PUERTO DEL ROSARIO",PP,,,
40.23715/TF,C.B. Fernando Luis y Juan José Luis,Santa Cruz de Tenerife/REALEJOS (LOS),CS,,,
40.23723/GC,UNION DE DETALLISTAS ESPAÑOLES SOCIEDAD COOPERATIVA,"Palmas, Las/ANTIGUA",CS,,,
15.06205/GC,"CIFUENTES JIMENEZ, ANTONIO","Palmas, Las/TUINEJE",PP,,,
14.02596/GC,"Quehufuer, S. L.","Palmas, Las/PUERTO DEL ROSARIO",EPC,,,
40.23738/GC,"PEÑA SAAVEDRA, S.L.","Palmas, Las/PUERTO DEL ROSARIO",RW,,,
15.06207/TF,"ARMAS PADRON, Mª. VIDALINA",Santa Cruz de Tenerife/FRONTERA,PP,,,
15.06242/TF,"INVERSIONES LA PERLA CANARIA, SL",Santa Cruz de Tenerife/FRONTERA,PP,,,
40.24015/TF,"PEREZ BRITO ALIMENTACION, S.L.",Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
40.24038/GC,DISTRIBUCIONES Y REPRESENTACIONES ALISIOS S.L.,"Palmas, Las/TELDE",CS,,,
40.24120/TF,"COMERCIAL GONZALEZ Y HERNANDEZ TENERIFE, S.L.",Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,CS,,,
40.24142/TF,"DE LEON EXPOSITO, PEDRO",Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,CS,,,
12.17159/GC,COFRADIA DE PESCADORES DE LA GRACIOSA,"Palmas, Las/TEGUISE",AH,,,
40.24268/GC,"DISTRIBUCIONES SUROESTE, S.L.","Palmas, Las/MOGAN","CS, RW",,,
40.24282/GC,"Alcruz Canarias, S.L.","Palmas, Las/AGÜIMES",CS,,,
40.24290/TF,"AMFM Vending, SLU",Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
14.02618/GC,"González Fariña, Lucia","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",EPC,,,
15.06334/GC,"DENIZ MELIAN, PANCRACIA JOSEFA","Palmas, Las/TELDE",PP,,,
15.06336/GC,Margarita González Alonso,"Palmas, Las/VALLESECO",PP,,,
10.21167/TF,RODISA DISTRIBUCIONES CARNICAS S.L.,Santa Cruz de Tenerife/ARAFO,"CP, MM, MP, PP",,MP,
40.24377/GC,"HIELOS LA VOCAINA, S.L.","Palmas, Las/YAIZA",CS,,,
15.06365/GC,José Manuel Mendoza Ramos,"Palmas, Las/MOYA",PP,,,
40.24479/GC,"Clavijo y Domínguez, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
12.17360/GC,"PESCALEGRANZA, S.L.","Palmas, Las/ARRECIFE",CS,,,
40.24624/GC,"COMPAÑIA ALIMENTARIA DE EXCLUSIVAS LOGISTICAS, S.A.","Palmas, Las/AGÜIMES",CS,,,
40.24649/GC,"MARTIN E HIJOS, S.L.","Palmas, Las/TELDE",CS,,,
40.24714/GC,"ORIENTAL CANARIAS, S.L.","Palmas, Las/AGÜIMES",CS,,,
40.24793/GC,CONGALSA S.L.,"Palmas, Las/AGÜIMES",CS,,,
40.24797/GC,"FREIREMAR, S.A.","Palmas, Las/ARRECIFE",CS,,,
15.06472/GC,"Quehufuer, S. L.","Palmas, Las/PUERTO DEL ROSARIO",,,,
15.06473/GC,"DISTRIBUIDORA DE QUESOS CANARIOS, S.L.","Palmas, Las/PUERTO DEL ROSARIO",CS,,,
40.24844/TF,"TENIERITALIA ALIMENTACION, S.L.U.",Santa Cruz de Tenerife/SANTA URSULA,CS,,,
40.24845/TF,DINOSOL SUPERMERCADOS S.L.,Santa Cruz de Tenerife/ARAFO,"CS, RW",,,
12.17507/GC,COFRADIA DE PESCADORES PLAYA BLANCA,"Palmas, Las/YAIZA",AH,,,
10.21508/TF,"HERNANDEZ DELGADO, JOSE ANTONIO",Santa Cruz de Tenerife/GUANCHA (LA),PP,,MP,
15.06506/TF,"CARMONA FERNANDEZ, MOISES",Santa Cruz de Tenerife/PUNTAGORDA,PP,,,
40.24947/GC,PANNA & POMODORO S.L.,"Palmas, Las/PUERTO DEL ROSARIO",CS,,,
40.24973/TF,"Medichavez, S.L.U.",Santa Cruz de Tenerife/SAN MIGUEL DE ABONA,CS,,,
15.06531/GC,"JUAIRISA, S.L.","Palmas, Las/PAJARA",PP,,,
40.25030/TF,"HERNANDEZ EMPIRE, S.L.",Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
15.06550/TF,GANADEROS ARTESANOS SAN ANTONIO DEL MONTE GASAM SOCIEDAD COOPERATIVA,Santa Cruz de Tenerife/GARAFIA,RW,,,
10.21634/TF,"SUPERIOR FOOD, S.L.",Santa Cruz de Tenerife/SAN MIGUEL DE ABONA,"RW, MM, MP, PP",,MP,
15.06578/GC,"SANTANA RAMIREZ, FERNANDO","Palmas, Las/VALSEQUILLO DE GRAN CANARIA",PP,,,
10.21756/GC,CARNICERIA CHARCUTERIA RAFAEL S.L.,"Palmas, Las/TUINEJE","CS, RW, MM, MP",,,
40.25373/TF,"REPRESENTACIONES Y DISTRIBUCIONES RIZO Y REYES, S.L.",Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
40.25418/TF,COMERCIAL SUMINISTROS EL ROQUE S.L.,Santa Cruz de Tenerife/SAUZAL (EL),"CS, RW",,,
15.06653/GC,"MARTIN SANTANA, TOMAS CARMELO","Palmas, Las/TUINEJE",PP,,,
14.02679/GC,"RIVERO JIMENEZ, JOSE","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",EPC,,,
40.25534/TF,"Contenerfrut, SA",Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
10.21904/GC,"JOSE HERNANDEZ CABELLO E HIJOS, S.L.","Palmas, Las/TELDE","CS, RW",,MP,
15.06703/GC,"DE LEON ESPINEL, JUAN ANDRES","Palmas, Las/PUERTO DEL ROSARIO",PP,,,
12.18045/TF,"PESCADOS ARCHIPIÉLAGO, S.L.",Santa Cruz de Tenerife/ADEJE,"RW, PP, FFP",,,
40.25712/TF,"DISTRIBUCIONES MERCOTEN, S.L.",Santa Cruz de Tenerife/ICOD DE LOS VINOS,"CS, RW",,,
40.25732/GC,"Comercial Italiana de Alimentación, S.L. (Comit, S.L.)","Palmas, Las/YAIZA",CS,,,
15.06741/GC,"CABRERA SANCHEZ, LUIS","Palmas, Las/PAJARA",PP,,,
40.25973/TF,"Comjeroh, SL",Santa Cruz de Tenerife/VICTORIA DE ACENTEJO (LA),CS,,,
40.26024/GC,"PUERTO MARKET, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.26047/TF,"Fusión Plus, SL",Santa Cruz de Tenerife/ARONA,CS,,,
40.26080/TF,"Freiremar, SA.",Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,"CS, RW",,,
40.26100/GC,"FRIGORIFICOS BANCIF, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
15.06831/GC,"CABRERA CABRERA, MARIANO","Palmas, Las/PUERTO DEL ROSARIO",PP,,,
40.26219/GC,"Distribuciones Betancort Cabrera, S.L.","Palmas, Las/ARRECIFE",CS,,,
15.06840/GC,"CABRERA CABRERA, TOMAS","Palmas, Las/PAJARA",PP,,,
12.18331/GC,"PESCA HERCULINA, S.A. - B.C. EL TIMPLE","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",ZV,,,
15.06841/TF,"MARTIN PEREZ, JOSE MIGUEL",Santa Cruz de Tenerife/PUNTALLANA,PP,,,
40.26317/TF,SALVESEN LOGISTICA CANARIAS S.L.U.,Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
40.26328/TF,"CONGELADOS, FRUTAS Y VERDURAS MORALES, SL",Santa Cruz de Tenerife/VALLE GRAN REY,CS,,,
40.26405/GC,"DICAJAM, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.26406/GC,S.A.T. QUESO FLOR VALSEQUILLO,"Palmas, Las/TEGUISE",CS,,,
40.26428/TF,CASHSUN SOCIEDAD COOPERATIVA,Santa Cruz de Tenerife/SAN MIGUEL DE ABONA,CS,,,
15.06892/GC,"Ortega Rivero, Isabel","Palmas, Las/VALLESECO",PP,,,
40.26518/GC,"CONGELADOS HERBANIA, S.A.","Palmas, Las/SAN BARTOLOME",CS,,,
15.06922/GC,Antonio Rodríguez Rodríguez,"Palmas, Las/PUERTO DEL ROSARIO",PP,,,
